"","spp","X.x","fbsci","maxlength","mortalitywild","fecundity","fecundity_mean","maturitylength","maturitylength_mean","maturityage","maturityage_mean","numberofspawningcycles","reproductiveseasonlength","fertilization","reproductionmode","spawningground","batchspawner","parentalcare","larvaesize","larvae_mean","X.y","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file"
"533","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,537,"Japanese anchovy","Liu et al. 2006","Japan","Kosasa, Nagasaki",32.887852,129.43681,"JANCHOTSST","1996","control region",18,"522",1,NA,0.01,NA,"mtdna101"
"534","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,538,"Japanese anchovy","Liu et al. 2006","Japan","Miura Kanagawa",35.111632,139.653792,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.009,NA,"mtdna101"
"535","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,539,"Japanese anchovy","Liu et al. 2006","Japan","Mugi, Tokushima",33.652868,134.45542,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.01,NA,"mtdna101"
"536","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,540,"Japanese anchovy","Liu et al. 2006","Japan","Mutsu Bay",41.007148,141.106946,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.009,NA,"mtdna101"
"537","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,541,"Japanese anchovy","Liu et al. 2006","Japan","Teuri Island",44.400754,141.315284,NA,"2005","control region",20,"522",0.99,NA,0.01,NA,"mtdna101"
"538","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,542,"Japanese anchovy","Liu et al. 2006","Japan","Utatsu, Miyagi",38.68513,141.589825,"JANCHOPJPN","1997","control region",18,"522",1,NA,0.01,NA,"mtdna101"
"539","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,543,"Japanese anchovy","Silva et al. 2017 Scientific Reports 7:2893","Japan","Japan",35.6,139.9,NA,"2006","cytb",24,"1044",1,NA,0.11,NA,"mtdna102"
"540","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,544,"Japanese anchovy","Yu et al. 2005","China","Q1 - center-south of Yellow Sea",35.461,122.4,NA,"","cytb",15,"420",0.962,NA,0.744,NA,"mtdna101"
"541","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,545,"Japanese anchovy","Yu et al. 2005","China","Q1 - center-south of Yellow Sea",35.461,122.4,NA,"","cytochrome c oxidase subunit I",14,"616",0.934,NA,0.519,NA,"mtdna101"
"542","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,546,"Japanese anchovy","Yu et al. 2005","China","Q2 - northeast East China Sea",32.436,125,"JANCHOTSST","","cytb",16,"420",0.95,NA,0.589,NA,"mtdna101"
"543","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,547,"Japanese anchovy","Yu et al. 2005","China","Q2 - northeast East China Sea",32.436,125,"JANCHOTSST","","cytochrome c oxidase subunit I",15,"616",0.981,NA,0.532,NA,"mtdna101"
"544","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,548,"Japanese anchovy","Yu et al. 2005","China","Q3 - southwest East China Sea",26.549,121.5,NA,"","cytochrome c oxidase subunit I",15,"616",0.971,NA,0.832,NA,"mtdna101"
"545","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,549,"Japanese anchovy","Yu et al. 2005","China","Q3 - southwest East China Sea",26.549,121.5,NA,"","cytb",15,"420",0.981,NA,0.603,NA,"mtdna101"
"546","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,550,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","A",36,123.9,NA,"2011","cytb",18,"402",0.9542,NA,0.007,NA,"mtdna102"
"547","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,551,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","B2",35,123.9,NA,"2011","cytb",19,"402",0.9474,NA,0.0069,NA,"mtdna102"
"548","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,552,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","C",34,123.5,NA,"2011","cytb",7,"402",0.9048,NA,0.0074,NA,"mtdna102"
"549","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,553,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","D",33.5,123.5,NA,"2010","cytb",17,"402",0.4706,NA,0.0014,NA,"mtdna102"
"550","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,554,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","E2",30.5,125,NA,"2010","cytb",24,"402",0.9312,NA,0.0062,NA,"mtdna102"
"551","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,555,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","JN",35.45,120.25,NA,"2008","cytb",18,"402",0.7363,NA,0.0039,NA,"mtdna102"
"552","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,556,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","China","WH",37.24,123.28,NA,"2008","cytb",15,"402",0.9935,NA,0.009,NA,"mtdna102"
"553","Engraulis japonicus",79,"Engraulis japonicus",18,4,NA,NA,"c(NA, 10, NA, NA)",10,"c(2, 1, NA, NA)",1.5,"Variable throughout range","5.5 months","external","dioecism","c(""coastal"", ""coastal"", ""coastal"", ""coastal"", NA, NA, ""coastal"", ""coastal"", ""coastal"")",-1,1,NA,NA,557,"Japanese anchovy","Zheng, Zou & Han 2015 Biochemical Systematics and Ecology 58:169-177","South Korea","K",35.87,126.01,NA,"2008","cytb",14,"402",0.8762,NA,0.006,NA,"mtdna102"
"554","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,558,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","DYW",22.06,114.3,NA,"2001","control region",5,"331",0.9,0.071554175,0.007,0.002683282,"mtdna101"
"555","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,559,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","PT",25.9,119.8,NA,"2001","control region",15,"331",0.89,0.018073922,0.008,0.001290994,"mtdna101"
"556","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,560,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","SY",17.6,108.96,NA,"1999","control region",14,"331",1,0.008017837,0.012,0.001870829,"mtdna101"
"557","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,561,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","XM",24.3,118.5,NA,"2001","control region",10,"331",0.98,0.015811388,0.017,0.003162278,"mtdna101"
"558","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,562,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZJ",20.86,111.03,NA,"2000","control region",15,"331",0.93,0.012909944,0.01,0.001549193,"mtdna101"
"559","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,563,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZL",23.4,117.3,NA,"2001","control region",13,"331",0.72,0.036055513,0.006,0.0011094,"mtdna101"
"560","Epinephelus akaara",80,"Epinephelus akaara",58,NA,NA,NA,"c(23, 30)",26.5,"c(NA, NA)",NA,NA,"3 months","external","protogyny","coastal",0,3,NA,NA,564,"Hong Kong grouper","Chen et. al 2008 African Journal of Biotechnology 7(20):3554-3562","China","ZS",29.8,122.4,NA,"1998","control region",15,"331",0.94,0.010327956,0.011,0.001549193,"mtdna101"
"561","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,565,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Indonesia","Bitung",1.423907,125.160842,NA,"2007-2011","control region",23,"872",0.956522,NA,NA,NA,"mtdna102"
"562","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,566,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Indonesia","Bitung",1.423907,125.160842,NA,"2007-2011","cytb",23,"1053",0.956522,NA,NA,NA,"mtdna102"
"563","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,567,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Amami-oshima Island",28.282984,129.354486,NA,"2007-2011","cytb",10,"1053",0.977778,NA,NA,NA,"mtdna102"
"564","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,568,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Amami-oshima Island",28.282984,129.354486,NA,"2007-2011","control region",10,"872",1,NA,NA,NA,"mtdna102"
"565","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,569,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Fukue Island",32.710688,128.757272,NA,"2007-2011","cytb",20,"1053",0.863158,NA,NA,NA,"mtdna102"
"566","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,570,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Fukue Island",32.710688,128.757272,NA,"2007-2011","control region",20,"872",0.957895,NA,NA,NA,"mtdna102"
"567","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,571,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Gaja-jima Island",29.905243,129.540414,NA,"2007-2011","cytb",20,"1053",0.931579,NA,NA,NA,"mtdna102"
"568","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,572,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Gaja-jima Island",29.905243,129.540414,NA,"2007-2011","control region",20,"872",0.973684,NA,NA,NA,"mtdna102"
"569","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,573,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu-oshima Island",34.750752,139.382503,NA,"2007-2011","cytb",31,"1053",0.883871,NA,NA,NA,"mtdna102"
"570","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,574,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu-oshima Island",34.750752,139.382503,NA,"2007-2011","control region",31,"872",0.96344,NA,NA,NA,"mtdna102"
"571","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,575,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu Peninsula",34.830122,139.075735,NA,"2007-2011","cytb",20,"1053",0.889474,NA,NA,NA,"mtdna102"
"572","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,576,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Izu Peninsula",34.830122,139.075735,NA,"2007-2011","control region",20,"872",0.936842,NA,NA,NA,"mtdna102"
"573","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,577,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kodakara-jima Island",29.223751,129.324493,NA,"2007-2011","cytb",16,"1053",0.991667,NA,NA,NA,"mtdna102"
"574","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,578,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kodakara-jima Island",29.223751,129.324493,NA,"2007-2011","control region",16,"872",0.983333,NA,NA,NA,"mtdna102"
"575","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,579,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kozu Island",34.216488,139.147821,NA,"2007-2011","cytb",32,"1053",0.739919,NA,NA,NA,"mtdna102"
"576","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,580,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kozu Island",34.216488,139.147821,NA,"2007-2011","control region",32,"872",0.907258,NA,NA,NA,"mtdna102"
"577","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,581,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kuchino-shima Island",29.969423,129.924462,NA,"2007-2011","cytb",10,"1053",0.911111,NA,NA,NA,"mtdna102"
"578","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,582,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Kuchino-shima Island",29.969423,129.924462,NA,"2007-2011","control region",10,"872",0.977778,NA,NA,NA,"mtdna102"
"579","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,583,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Mie Prefecture",34.34222,136.697856,NA,"2007-2011","cytb",20,"1053",0.942105,NA,NA,NA,"mtdna102"
"580","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,584,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Mie Prefecture",34.34222,136.697856,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102"
"581","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,585,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","cytb",20,"1053",0.921053,NA,NA,NA,"mtdna102"
"582","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,586,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102"
"583","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,587,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","cytb",60,"1053",0.909774,NA,NA,NA,"mtdna102"
"584","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,588,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","control region",60,"872",0.990395,NA,NA,NA,"mtdna102"
"585","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,589,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","control region",25,"872",1,NA,NA,NA,"mtdna102"
"586","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,590,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","cytb",25,"1053",0.953333,NA,NA,NA,"mtdna102"
"587","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,591,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","cytb",22,"1053",0.939394,NA,NA,NA,"mtdna102"
"588","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,592,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","control region",22,"872",1,NA,NA,NA,"mtdna102"
"589","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,593,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","cytb",16,"1053",0.916667,NA,NA,NA,"mtdna102"
"590","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,594,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","control region",16,"872",0.95,NA,NA,NA,"mtdna102"
"591","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,595,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","cytb",19,"1053",0.976608,NA,NA,NA,"mtdna102"
"592","Epinephelus fasciatus",81,"Epinephelus fasciatus",40,NA,NA,NA,"c(24, 16, 17.5)",19.16666667,"c(NA, NA, NA)",NA,NA,NA,"external","true hermaphroditism",NA,0,3,NA,NA,596,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","control region",19,"872",0.988304,NA,NA,NA,"mtdna102"
