"","spp","X","CommonName","Source","Country","Site","lat","lon","stockid","CollectionYear","MarkerName","n","bp","He","Hese","Pi","Pise","file","maxlength","fecundity_mean","fertilization","reproductionmode"
"562","Epinephelus fasciatus",587,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Mie Prefecture",34.34222,136.697856,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"563","Epinephelus fasciatus",588,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","cytb",20,"1053",0.921053,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"564","Epinephelus fasciatus",589,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","N. Miyazaki Prefecture",32.478625,131.672478,NA,"2007-2011","control region",20,"872",0.978947,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"565","Epinephelus fasciatus",590,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","cytb",60,"1053",0.909774,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"566","Epinephelus fasciatus",591,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Ogasawara (Bonin) Islands",27.079167,142.21702,NA,"2007-2011","control region",60,"872",0.990395,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"567","Epinephelus fasciatus",592,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","cytb",25,"1053",0.953333,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"568","Epinephelus fasciatus",593,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Okinawa Island",26.705859,128.161069,NA,"2007-2011","control region",25,"872",1,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"569","Epinephelus fasciatus",594,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","cytb",22,"1053",0.939394,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"570","Epinephelus fasciatus",595,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","S. Miyazaki Prefecture",31.528861,131.386604,NA,"2007-2011","control region",22,"872",1,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"571","Epinephelus fasciatus",596,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","cytb",16,"1053",0.916667,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"572","Epinephelus fasciatus",597,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Shimokoshika-jima Island",31.712163,129.724681,NA,"2007-2011","control region",16,"872",0.95,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"573","Epinephelus fasciatus",598,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","cytb",19,"1053",0.976608,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"574","Epinephelus fasciatus",599,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Tanegashima Island",30.630747,130.977755,NA,"2007-2011","control region",19,"872",0.988304,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"575","Epinephelus fasciatus",600,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaeyama Islands",24.4,124.6,NA,"2007-2011","cytb",30,"1053",0.958621,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"576","Epinephelus fasciatus",601,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaeyama Islands",24.4,124.6,NA,"2007-2011","control region",30,"872",0.986207,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"577","Epinephelus fasciatus",602,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaku-shima Island",30.352696,130.512734,NA,"2007-2011","cytb",22,"1053",0.965368,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"578","Epinephelus fasciatus",603,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Japan","Yaku-shima Island",30.352696,130.512734,NA,"2007-2011","control region",22,"872",0.969697,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"579","Epinephelus fasciatus",604,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Malaysia","Kota Kinabalu",6.019033,116.093812,NA,"2007-2011","control region",26,"872",0.956923,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"580","Epinephelus fasciatus",605,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Malaysia","Kota Kinabalu",6.019033,116.093812,NA,"2007-2011","cytb",26,"1053",0.976923,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"581","Epinephelus fasciatus",606,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","East Coast",23.984284,121.6383,NA,"2007-2011","control region",25,"872",0.993333,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"582","Epinephelus fasciatus",607,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","East Coast",23.984284,121.6383,NA,"2007-2011","cytb",25,"1053",0.913333,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"583","Epinephelus fasciatus",608,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","Southern Coast",21.954691,120.755507,NA,"2007-2011","control region",20,"872",0.994737,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"584","Epinephelus fasciatus",609,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","Southern Coast",21.954691,120.755507,NA,"2007-2011","cytb",20,"1053",0.989474,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"585","Epinephelus fasciatus",610,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","West Coast",23.764021,120.122151,NA,"2007-2011","control region",12,"872",0.969697,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"586","Epinephelus fasciatus",611,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Taiwan","West Coast",23.764021,120.122151,NA,"2007-2011","cytb",12,"1053",0.969697,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"587","Epinephelus fasciatus",612,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Vietnam","Nha Trang",12.240673,109.214914,NA,"2007-2011","control region",35,"872",0.971429,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"588","Epinephelus fasciatus",613,"Blacktip grouper","Kuriiwa et al. 2014 Ichthyol. Res. 61:361-374","Vietnam","Nha Trang",12.240673,109.214914,NA,"2007-2011","cytb",35,"1053",0.961345,NA,NA,NA,"mtdna102",40,NA,"external","true hermaphroditism"
"589","Epinephelus itajara",614,"Atlantic goliath grouper","Craig et. al 2008 Endangered Species Research Preprint 1-8","Belize","Belize",16.1,-88.8,NA,"","16S",24,"590",0.083,NA,1e-04,NA,"mtdna101",250,NA,"external","protogyny"
"590","Epinephelus itajara",616,"Atlantic goliath grouper","Craig et. al 2008 Endangered Species Research Preprint 1-8","Panama","Panama",8.98333333333333,-79.5166666666667,NA,"","16S",25,"590",0.156,NA,5e-04,NA,"mtdna101",250,NA,"external","protogyny"
"591","Epinephelus itajara",617,"Atlantic goliath grouper","Craig et. al 2008 Endangered Species Research Preprint 1-8","USA","Florida",25.9166666666667,-81.6333333333333,NA,"","16S",30,"590",0.303,NA,6e-04,NA,"mtdna101",250,NA,"external","protogyny"
"592","Epinephelus merra",618,"Honeycomb grouper","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Alaminos",16.183643,120.018662,NA,"","control region",14,"485",0.99,0.0083,0.0155,5e-04,"mtdna102",32,NA,"external","protogyny"
"593","Epinephelus merra",619,"Honeycomb grouper","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Bolinao",16.363403,119.847298,NA,"","control region",32,"485",0.98,0.0023,0.015,3e-04,"mtdna102",32,NA,"external","protogyny"
"594","Epinephelus merra",620,"Honeycomb grouper","Matias et al. 2013 Mitochondrial DNA 24:584-595","Philippines","Masinloc",15.532567,119.939888,NA,"","control region",21,"485",0.98,0.005,0.0184,5e-04,"mtdna102",32,NA,"external","protogyny"
"595","Epinephelus striatus",621,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Antigua and Barbuda","Antigua",17.084344,-61.815682,NA,"2013","ATPase, cytb",32,"1419",0.954,NA,0.007,NA,"mtdna102",122,NA,"external","protogyny"
"596","Epinephelus striatus",622,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Bahamas"," Dog Rocks",25.076431,-77.650077,NA,"2011","ATPase, cytb",4,"1419",0.833,NA,0.0088,NA,"mtdna102",122,NA,"external","protogyny"
"597","Epinephelus striatus",623,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Bahamas","Lee Stocking",23.770821,-76.098563,NA,"1994","ATPase, cytb",4,"1419",0.5,NA,0.0035,NA,"mtdna102",122,NA,"external","protogyny"
"598","Epinephelus striatus",624,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Bahamas","Long Island",23.221129,-75.086857,NA,"2000","ATPase, cytb",23,"1419",0.834,NA,0.0052,NA,"mtdna102",122,NA,"external","protogyny"
"599","Epinephelus striatus",625,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Belize","Caye Glory",17.101271,-88.016452,NA,"1995","ATPase, cytb",12,"1419",0.758,NA,8e-04,NA,"mtdna102",122,NA,"external","protogyny"
"600","Epinephelus striatus",626,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Belize","Glover's Reef",16.801109,-87.783634,NA,"1994","ATPase, cytb",21,"1419",0.852,NA,0.007,NA,"mtdna102",122,NA,"external","protogyny"
"601","Epinephelus striatus",627,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Belize","Lighthouse Reef",17.314786,-87.555234,NA,"1993","ATPase, cytb",4,"1419",0.667,NA,5e-04,NA,"mtdna102",122,NA,"external","protogyny"
"602","Epinephelus striatus",628,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Belize","Turneffe Atoll",17.45873,-87.827336,NA,"1993","ATPase, cytb",5,"1419",0.7,NA,6e-04,NA,"mtdna102",122,NA,"external","protogyny"
"603","Epinephelus striatus",629,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Cayman Islands","Cayman Brac",19.727769,-79.802144,NA,"2008","ATPase, cytb",27,"1419",0.732,NA,8e-04,NA,"mtdna102",122,NA,"external","protogyny"
"604","Epinephelus striatus",630,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Cayman Islands","Grand Cayman",19.331808,-81.239727,NA,"2008","ATPase, cytb",8,"1419",0.893,NA,5e-04,NA,"mtdna102",122,NA,"external","protogyny"
"605","Epinephelus striatus",631,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Cayman Islands","Little Cayman",19.694094,-80.036071,NA,"2005","ATPase, cytb",72,"1419",0.776,NA,0.0011,NA,"mtdna102",122,NA,"external","protogyny"
"606","Epinephelus striatus",632,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Cuba","Corona San Carlos",22.764705,-83.81429,NA,"1996","ATPase, cytb",14,"1419",0.78,NA,9e-04,NA,"mtdna102",122,NA,"external","protogyny"
"607","Epinephelus striatus",633,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Cuba","Pardon del Medio",21.911116,-82.951863,NA,"1996","ATPase, cytb",17,"1419",0.721,NA,0.0032,NA,"mtdna102",122,NA,"external","protogyny"
"608","Epinephelus striatus",634,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Mexico","Chinchorro Bank",18.590754,-87.357135,NA,"2013","ATPase, cytb",7,"1419",0.857,NA,0.0071,NA,"mtdna102",122,NA,"external","protogyny"
"609","Epinephelus striatus",635,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","Turks and Caicos","South Caicos",21.516011,-71.519643,NA,"2011","ATPase, cytb",32,"1419",0.823,NA,0.0053,NA,"mtdna102",122,NA,"external","protogyny"
"610","Epinephelus striatus",636,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","US Virgin Islands","Grammanik Bank",18.189632,-64.958086,NA,"2010","ATPase, cytb",72,"1419",0.737,NA,0.0089,NA,"mtdna102",122,NA,"external","protogyny"
"611","Epinephelus striatus",637,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","USA","Bajo de Sico",18.306786,-67.258937,NA,"2013","ATPase, cytb",10,"1419",0.844,NA,0.0064,NA,"mtdna102",122,NA,"external","protogyny"
"612","Epinephelus striatus",638,"Nassau grouper","Jackson et al. 2014 PLoS ONE 9:e97508","USA","Florida Keys",24.766114,-80.982893,NA,"1994","ATPase, cytb",31,"1419",0.817,NA,0.0011,NA,"mtdna102",122,NA,"external","protogyny"
"613","Etelis carbunculus",639,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Big Island",19.283722,-155.45665,NA,"1998","cytb",73,"436",0.23,NA,0.00056,NA,"mtdna102",127,NA,"external","dioecism"
"614","Etelis carbunculus",640,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Brooks Banks",23.9,-166.3,NA,"2005-2006","cytb",10,"436",0.38,NA,0.00185,NA,"mtdna102",127,NA,"external","dioecism"
"615","Etelis carbunculus",641,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Gardner",24.998991,-167.998729,NA,"2006","cytb",31,"436",0.49,NA,0.00141,NA,"mtdna102",127,NA,"external","dioecism"
"616","Etelis carbunculus",642,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Kaua'i",22.080148,-159.527252,NA,"1998","cytb",44,"436",0.21,NA,0.00051,NA,"mtdna102",127,NA,"external","dioecism"
"617","Etelis carbunculus",644,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Maro Reef",26.538935,-170.792546,NA,"2006-2007","cytb",46,"436",0.21,NA,6e-04,NA,"mtdna102",127,NA,"external","dioecism"
"618","Etelis carbunculus",645,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Maui",20.800952,-156.087773,NA,"2006","cytb",74,"436",0.25,NA,0.00073,NA,"mtdna102",127,NA,"external","dioecism"
"619","Etelis carbunculus",646,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Moloka'i",21.162501,-157.023202,NA,"1998-2007","cytb",64,"436",0.15,NA,0.00043,NA,"mtdna102",127,NA,"external","dioecism"
"620","Etelis carbunculus",647,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Necker",23.575345,-164.70026,NA,"1998-2007","cytb",64,"436",0.24,NA,0.00064,NA,"mtdna102",127,NA,"external","dioecism"
"621","Etelis carbunculus",648,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Ni'ihau",21.895325,-160.162123,NA,"1998-2006","cytb",76,"436",0.22,NA,6e-04,NA,"mtdna102",127,NA,"external","dioecism"
"622","Etelis carbunculus",649,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Northampton",25.33438,-172.066624,NA,"1998-2007","cytb",81,"436",0.23,NA,0.00056,NA,"mtdna102",127,NA,"external","dioecism"
"623","Etelis carbunculus",650,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","O'ahu",21.566096,-158.110806,NA,"1998-2007","cytb",34,"436",0.17,NA,0.00054,NA,"mtdna102",127,NA,"external","dioecism"
"624","Etelis carbunculus",651,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Raita",25.4,-168,NA,"2005-2006","cytb",46,"436",0.25,NA,8e-04,NA,"mtdna102",127,NA,"external","dioecism"
"625","Etelis carbunculus",653,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","St. Rogatien",24.7,-166.9,NA,"2006","cytb",31,"436",0.19,NA,0.00045,NA,"mtdna102",127,NA,"external","dioecism"
"626","Etelis carbunculus",654,"Deep-water red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Twin Banks",23.4,-162.5,NA,"1998","cytb",71,"436",0.24,NA,0.00065,NA,"mtdna102",127,NA,"external","dioecism"
"627","Etelis coruscans",655,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Big Island",19.283722,-155.45665,NA,"1998","cytb",83,"490",0.76,NA,0.0025,NA,"mtdna102",120,NA,"external","dioecism"
"628","Etelis coruscans",656,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Brooks Banks",23.9,-166.3,NA,"2005-2006","cytb",76,"490",0.69,NA,0.002,NA,"mtdna102",120,NA,"external","dioecism"
"629","Etelis coruscans",657,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Gardner",24.998991,-167.998729,NA,"2006","cytb",104,"490",0.78,NA,0.0027,NA,"mtdna102",120,NA,"external","dioecism"
"630","Etelis coruscans",658,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Kaho'olawe",20.561465,-156.603969,NA,"2006","cytb",11,"490",0.78,NA,0.0022,NA,"mtdna102",120,NA,"external","dioecism"
"631","Etelis coruscans",659,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Kaua'i",22.080148,-159.527252,NA,"1998","cytb",69,"490",0.76,NA,0.0028,NA,"mtdna102",120,NA,"external","dioecism"
"632","Etelis coruscans",660,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Lisianski",26.06671,-173.966682,NA,"1998-2006","cytb",34,"490",0.75,NA,0.0024,NA,"mtdna102",120,NA,"external","dioecism"
"633","Etelis coruscans",661,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Maro Reef",26.538935,-170.792546,NA,"1998-2006","cytb",44,"490",0.67,NA,0.0019,NA,"mtdna102",120,NA,"external","dioecism"
"634","Etelis coruscans",662,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Maui",20.800952,-156.087773,NA,"2006-2007","cytb",50,"490",0.73,NA,0.0021,NA,"mtdna102",120,NA,"external","dioecism"
"635","Etelis coruscans",663,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Moloka'i",21.162501,-157.023202,NA,"1998","cytb",92,"490",0.78,NA,0.0026,NA,"mtdna102",120,NA,"external","dioecism"
"636","Etelis coruscans",664,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Ni'ihau",21.895325,-160.162123,NA,"2005-2006","cytb",51,"490",0.76,NA,0.0024,NA,"mtdna102",120,NA,"external","dioecism"
"637","Etelis coruscans",665,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Nihoa",23.060978,-161.921577,NA,"2007","cytb",43,"490",0.79,NA,0.0028,NA,"mtdna102",120,NA,"external","dioecism"
"638","Etelis coruscans",666,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","O'ahu",21.566096,-158.110806,NA,"1997-2007","cytb",55,"490",0.73,NA,0.0023,NA,"mtdna102",120,NA,"external","dioecism"
"639","Etelis coruscans",667,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Pearl & Hermes",27.859901,-175.841783,NA,"1998","cytb",12,"490",0.67,NA,0.0021,NA,"mtdna102",120,NA,"external","dioecism"
"640","Etelis coruscans",668,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Raita",25.4,-168,NA,"2005-2006","cytb",26,"490",0.74,NA,0.0024,NA,"mtdna102",120,NA,"external","dioecism"
"641","Etelis coruscans",669,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","St. Rogatien",24.7,-166.9,NA,"2005","cytb",23,"490",0.84,NA,0.0039,NA,"mtdna102",120,NA,"external","dioecism"
"642","Etelis coruscans",670,"Deepwater longtail red snapper","Andrews et al. 2014 PLoS ONE 9:e91665","USA","Twin Banks",23.4,-162.5,NA,"1998","cytb",14,"490",0.75,NA,0.0024,NA,"mtdna102",120,NA,"external","dioecism"
"643","Euthynnus affinis",671,"Kawakawa","Kumar et al. 2012 Conservation Genetics 13:1119-1131","Indian Ocean","Kavaratti",10.34,72.37,NA,"2008","D-loop",50,"500",0.9355,NA,NA,NA,"mtdna101",100,434227,"external","dioecism"
